Unnamed: 0,ID,X,UniBinChoice,SGTBinChoice,SGTFreqVsValue,MGBinChoice,MGGain,MGLoss,MGValue,SGTReward,UniReward,Block,IUSScore,BaseCorona,Between,MGLA,MGLogLA,CoronaLA,CoronaLogLA,TotalLives,TotalUnemployment,k_social,k_no_social,s,c_score
19295,193,19284,b,b,a,b,40,-15,25,100,26,5,39.0,0.30952380952381,1,0.89786807884865,-0.107732126985362,,,34400.0,186,510.390895452434,554.244977946324,0.109435923498891,1.93003941962915
19296,193,19285,b,d,b,b,10,-15,-5,-100,13,5,39.0,0.30952380952381,1,0.89786807884865,-0.107732126985362,,,34400.0,186,510.390895452434,554.244977946324,0.109435923498891,1.93003941962915
19297,193,19215,b,b,a,a,80,-10,70,-650,22,1,39.0,0.30952380952381,1,0.89786807884865,-0.107732126985362,,,34400.0,186,510.390895452434,554.244977946324,0.109435923498891,1.93003941962915
19298,193,19287,a,c,b,b,40,-30,10,1050,11,5,39.0,0.30952380952381,1,0.89786807884865,-0.107732126985362,,,34400.0,186,510.390895452434,554.244977946324,0.109435923498891,1.93003941962915
19299,193,19288,a,a,a,a,80,-35,45,-1050,38,5,39.0,0.30952380952381,1,0.89786807884865,-0.107732126985362,,,34400.0,186,510.390895452434,554.244977946324,0.109435923498891,1.93003941962915
19300,193,19289,a,c,b,a,60,-50,10,-200,-2,5,39.0,0.30952380952381,1,0.89786807884865,-0.107732126985362,,,34400.0,186,510.390895452434,554.244977946324,0.109435923498891,1.93003941962915
19301,194,19359,a,c,b,b,30,-10,20,-200,43,3,27.0,0.55952380952381,0,1.25460791516681,0.226823105577237,,,66400.0,392,156.644154328476,130.556755224312,0.824219048843217,1.93003941962915
19302,194,19352,a,b,a,a,80,-30,50,100,27,3,27.0,0.55952380952381,0,1.25460791516681,0.226823105577237,,,66400.0,392,156.644154328476,130.556755224312,0.824219048843217,1.93003941962915
19303,194,19358,b,d,b,b,10,-10,0,-100,16,3,27.0,0.55952380952381,0,1.25460791516681,0.226823105577237,,,66400.0,392,156.644154328476,130.556755224312,0.824219048843217,1.93003941962915
19304,194,19363,a,a,a,b,20,-45,-25,200,53,4,27.0,0.55952380952381,0,1.25460791516681,0.226823105577237,,,66400.0,392,156.644154328476,130.556755224312,0.824219048843217,1.93003941962915
19305,194,19356,b,b,a,b,30,-30,0,-650,14,3,27.0,0.55952380952381,0,1.25460791516681,0.226823105577237,,,66400.0,392,156.644154328476,130.556755224312,0.824219048843217,1.93003941962915
19306,194,19357,a,d,b,b,20,-25,-5,-100,1,3,27.0,0.55952380952381,0,1.25460791516681,0.226823105577237,,,66400.0,392,156.644154328476,130.556755224312,0.824219048843217,1.93003941962915
19307,194,19354,a,b,a,b,60,-45,15,100,8,3,27.0,0.55952380952381,0,1.25460791516681,0.226823105577237,,,66400.0,392,156.644154328476,130.556755224312,0.824219048843217,1.93003941962915
19308,194,19370,a,d,b,b,20,-35,-15,-100,37,4,27.0,0.55952380952381,0,1.25460791516681,0.226823105577237,,,66400.0,392,156.644154328476,130.556755224312,0.824219048843217,1.93003941962915
19309,194,19321,b,a,a,a,80,-25,55,-1050,16,2,27.0,0.55952380952381,0,1.25460791516681,0.226823105577237,,,66400.0,392,156.644154328476,130.556755224312,0.824219048843217,1.93003941962915
19310,194,19355,a,d,b,b,40,-25,15,650,22,3,27.0,0.55952380952381,0,1.25460791516681,0.226823105577237,,,66400.0,392,156.644154328476,130.556755224312,0.824219048843217,1.93003941962915
19311,194,19314,b,b,a,b,10,-15,-5,100,18,1,27.0,0.55952380952381,0,1.25460791516681,0.226823105577237,,,66400.0,392,156.644154328476,130.556755224312,0.824219048843217,1.93003941962915
19312,194,19362,a,a,a,a,60,-25,35,200,-13,4,27.0,0.55952380952381,0,1.25460791516681,0.226823105577237,,,66400.0,392,156.644154328476,130.556755224312,0.824219048843217,1.93003941962915
19313,194,19351,a,a,a,a,70,-5,65,200,-2,3,27.0,0.55952380952381,0,1.25460791516681,0.226823105577237,,,66400.0,392,156.644154328476,130.556755224312,0.824219048843217,1.93003941962915
19314,194,19353,a,b,a,b,30,-35,-5,100,3,3,27.0,0.55952380952381,0,1.25460791516681,0.226823105577237,,,66400.0,392,156.644154328476,130.556755224312,0.824219048843217,1.93003941962915
19315,194,19313,b,a,a,b,50,-25,25,200,16,1,27.0,0.55952380952381,0,1.25460791516681,0.226823105577237,,,66400.0,392,156.644154328476,130.556755224312,0.824219048843217,1.93003941962915
19316,194,19364,a,a,a,a,100,-15,85,200,30,4,27.0,0.55952380952381,0,1.25460791516681,0.226823105577237,,,66400.0,392,156.644154328476,130.556755224312,0.824219048843217,1.93003941962915
19317,194,19365,b,c,b,a,70,-25,45,1050,14,4,27.0,0.55952380952381,0,1.25460791516681,0.226823105577237,,,66400.0,392,156.644154328476,130.556755224312,0.824219048843217,1.93003941962915
19318,194,19366,a,b,a,a,80,-40,40,100,10,4,27.0,0.55952380952381,0,1.25460791516681,0.226823105577237,,,66400.0,392,156.644154328476,130.556755224312,0.824219048843217,1.93003941962915
19319,194,19367,a,b,a,a,60,-5,55,100,41,4,27.0,0.55952380952381,0,1.25460791516681,0.226823105577237,,,66400.0,392,156.644154328476,130.556755224312,0.824219048843217,1.93003941962915
19320,194,19368,a,d,b,a,100,-45,55,-100,4,4,27.0,0.55952380952381,0,1.25460791516681,0.226823105577237,,,66400.0,392,156.644154328476,130.556755224312,0.824219048843217,1.93003941962915
19321,194,19337,b,a,a,b,70,-50,20,200,7,2,27.0,0.55952380952381,0,1.25460791516681,0.226823105577237,,,66400.0,392,156.644154328476,130.556755224312,0.824219048843217,1.93003941962915
19322,194,19338,b,a,a,b,60,-50,10,200,7,2,27.0,0.55952380952381,0,1.25460791516681,0.226823105577237,,,66400.0,392,156.644154328476,130.556755224312,0.824219048843217,1.93003941962915
19323,194,19336,a,a,a,a,80,-10,70,200,9,2,27.0,0.55952380952381,0,1.25460791516681,0.226823105577237,,,66400.0,392,156.644154328476,130.556755224312,0.824219048843217,1.93003941962915
19324,194,19373,b,d,b,a,100,-25,75,-100,12,4,27.0,0.55952380952381,0,1.25460791516681,0.226823105577237,,,66400.0,392,156.644154328476,130.556755224312,0.824219048843217,1.93003941962915
19325,194,19385,a,d,b,a,60,-15,45,-100,2,5,27.0,0.55952380952381,0,1.25460791516681,0.226823105577237,,,66400.0,392,156.644154328476,130.556755224312,0.824219048843217,1.93003941962915
19326,194,19339,b,b,a,a,90,-25,65,100,14,2,27.0,0.55952380952381,0,1.25460791516681,0.226823105577237,,,66400.0,392,156.644154328476,130.556755224312,0.824219048843217,1.93003941962915
19327,194,19379,a,d,b,b,20,-10,10,-100,19,4,27.0,0.55952380952381,0,1.25460791516681,0.226823105577237,,,66400.0,392,156.644154328476,130.556755224312,0.824219048843217,1.93003941962915
19328,194,19341,a,b,a,b,80,-50,30,100,8,3,27.0,0.55952380952381,0,1.25460791516681,0.226823105577237,,,66400.0,392,156.644154328476,130.556755224312,0.824219048843217,1.93003941962915
19329,194,19342,b,a,a,a,60,-35,25,200,13,3,27.0,0.55952380952381,0,1.25460791516681,0.226823105577237,,,66400.0,392,156.644154328476,130.556755224312,0.824219048843217,1.93003941962915
19330,194,19376,a,d,b,b,40,-40,0,650,25,4,27.0,0.55952380952381,0,1.25460791516681,0.226823105577237,,,66400.0,392,156.644154328476,130.556755224312,0.824219048843217,1.93003941962915
19331,194,19343,b,b,a,b,10,-25,-15,100,14,3,27.0,0.55952380952381,0,1.25460791516681,0.226823105577237,,,66400.0,392,156.644154328476,130.556755224312,0.824219048843217,1.93003941962915
19332,194,19372,b,d,b,a,100,-40,60,-100,18,4,27.0,0.55952380952381,0,1.25460791516681,0.226823105577237,,,66400.0,392,156.644154328476,130.556755224312,0.824219048843217,1.93003941962915
19333,194,19306,b,d,b,a,90,-20,70,-100,20,1,27.0,0.55952380952381,0,1.25460791516681,0.226823105577237,,,66400.0,392,156.644154328476,130.556755224312,0.824219048843217,1.93003941962915
19334,194,19388,a,d,b,b,20,-15,5,-100,-3,5,27.0,0.55952380952381,0,1.25460791516681,0.226823105577237,,,66400.0,392,156.644154328476,130.556755224312,0.824219048843217,1.93003941962915
19335,194,19375,a,d,b,a,50,-20,30,-100,17,4,27.0,0.55952380952381,0,1.25460791516681,0.226823105577237,,,66400.0,392,156.644154328476,130.556755224312,0.824219048843217,1.93003941962915
19336,194,19383,a,d,b,a,50,-10,40,-100,41,5,27.0,0.55952380952381,0,1.25460791516681,0.226823105577237,,,66400.0,392,156.644154328476,130.556755224312,0.824219048843217,1.93003941962915
19337,194,19387,a,d,b,a,50,-5,45,-100,54,5,27.0,0.55952380952381,0,1.25460791516681,0.226823105577237,,,66400.0,392,156.644154328476,130.556755224312,0.824219048843217,1.93003941962915
19338,194,19382,a,d,b,b,70,-45,25,-100,10,5,27.0,0.55952380952381,0,1.25460791516681,0.226823105577237,,,66400.0,392,156.644154328476,130.556755224312,0.824219048843217,1.93003941962915
19339,194,19399,a,d,b,b,80,-45,35,-100,59,5,27.0,0.55952380952381,0,1.25460791516681,0.226823105577237,,,66400.0,392,156.644154328476,130.556755224312,0.824219048843217,1.93003941962915
19340,194,19305,a,b,a,a,90,-50,40,100,-22,1,27.0,0.55952380952381,0,1.25460791516681,0.226823105577237,,,66400.0,392,156.644154328476,130.556755224312,0.824219048843217,1.93003941962915
19341,194,19334,a,a,a,b,30,-45,-15,200,42,2,27.0,0.55952380952381,0,1.25460791516681,0.226823105577237,,,66400.0,392,156.644154328476,130.556755224312,0.824219048843217,1.93003941962915
19342,194,19335,a,a,a,a,40,-5,35,-1050,8,2,27.0,0.55952380952381,0,1.25460791516681,0.226823105577237,,,66400.0,392,156.644154328476,130.556755224312,0.824219048843217,1.93003941962915
19343,194,19369,a,b,a,b,30,-50,-20,100,24,4,27.0,0.55952380952381,0,1.25460791516681,0.226823105577237,,,66400.0,392,156.644154328476,130.556755224312,0.824219048843217,1.93003941962915
19344,194,19394,a,d,b,b,30,-25,5,-100,104,5,27.0,0.55952380952381,0,1.25460791516681,0.226823105577237,,,66400.0,392,156.644154328476,130.556755224312,0.824219048843217,1.93003941962915
19345,194,19371,a,d,b,a,70,-15,55,650,15,4,27.0,0.55952380952381,0,1.25460791516681,0.226823105577237,,,66400.0,392,156.644154328476,130.556755224312,0.824219048843217,1.93003941962915
19346,194,19360,b,a,a,b,30,-40,-10,-1050,20,4,27.0,0.55952380952381,0,1.25460791516681,0.226823105577237,,,66400.0,392,156.644154328476,130.556755224312,0.824219048843217,1.93003941962915
19347,194,19361,b,a,a,b,20,-40,-20,200,15,4,27.0,0.55952380952381,0,1.25460791516681,0.226823105577237,,,66400.0,392,156.644154328476,130.556755224312,0.824219048843217,1.93003941962915
19348,194,19318,b,c,b,a,80,-35,45,-200,25,1,27.0,0.55952380952381,0,1.25460791516681,0.226823105577237,,,66400.0,392,156.644154328476,130.556755224312,0.824219048843217,1.93003941962915
19349,194,19319,b,c,b,b,10,-20,-10,-200,21,1,27.0,0.55952380952381,0,1.25460791516681,0.226823105577237,,,66400.0,392,156.644154328476,130.556755224312,0.824219048843217,1.93003941962915
19350,194,19349,a,a,a,a,60,-20,40,200,38,3,27.0,0.55952380952381,0,1.25460791516681,0.226823105577237,,,66400.0,392,156.644154328476,130.556755224312,0.824219048843217,1.93003941962915
19351,194,19350,b,a,a,b,40,-50,-10,200,17,3,27.0,0.55952380952381,0,1.25460791516681,0.226823105577237,,,66400.0,392,156.644154328476,130.556755224312,0.824219048843217,1.93003941962915
19352,194,19308,b,a,a,b,50,-35,15,-1050,13,1,27.0,0.55952380952381,0,1.25460791516681,0.226823105577237,,,66400.0,392,156.644154328476,130.556755224312,0.824219048843217,1.93003941962915
19353,194,19309,b,a,a,a,90,-5,85,200,18,1,27.0,0.55952380952381,0,1.25460791516681,0.226823105577237,,,66400.0,392,156.644154328476,130.556755224312,0.824219048843217,1.93003941962915
19354,194,19310,b,a,a,a,90,-15,75,200,11,1,27.0,0.55952380952381,0,1.25460791516681,0.226823105577237,,,66400.0,392,156.644154328476,130.556755224312,0.824219048843217,1.93003941962915
19355,194,19320,b,a,a,a,100,-30,70,200,18,2,27.0,0.55952380952381,0,1.25460791516681,0.226823105577237,,,66400.0,392,156.644154328476,130.556755224312,0.824219048843217,1.93003941962915
19356,194,19348,a,a,a,b,50,-45,5,200,11,3,27.0,0.55952380952381,0,1.25460791516681,0.226823105577237,,,66400.0,392,156.644154328476,130.556755224312,0.824219048843217,1.93003941962915
19357,194,19332,a,a,a,b,10,-45,-35,200,79,2,27.0,0.55952380952381,0,1.25460791516681,0.226823105577237,,,66400.0,392,156.644154328476,130.556755224312,0.824219048843217,1.93003941962915
19358,194,19328,b,a,a,b,50,-50,0,200,11,2,27.0,0.55952380952381,0,1.25460791516681,0.226823105577237,,,66400.0,392,156.644154328476,130.556755224312,0.824219048843217,1.93003941962915
19359,194,19329,b,c,b,b,30,-15,15,-200,13,2,27.0,0.55952380952381,0,1.25460791516681,0.226823105577237,,,66400.0,392,156.644154328476,130.556755224312,0.824219048843217,1.93003941962915
19360,194,19322,b,c,b,b,50,-15,35,1050,10,2,27.0,0.55952380952381,0,1.25460791516681,0.226823105577237,,,66400.0,392,156.644154328476,130.556755224312,0.824219048843217,1.93003941962915
19361,194,19323,b,a,a,b,20,-50,-30,200,14,2,27.0,0.55952380952381,0,1.25460791516681,0.226823105577237,,,66400.0,392,156.644154328476,130.556755224312,0.824219048843217,1.93003941962915
19362,194,19324,b,a,a,b,40,-35,5,200,18,2,27.0,0.55952380952381,0,1.25460791516681,0.226823105577237,,,66400.0,392,156.644154328476,130.556755224312,0.824219048843217,1.93003941962915
19363,194,19325,b,a,a,a,90,-35,55,200,17,2,27.0,0.55952380952381,0,1.25460791516681,0.226823105577237,,,66400.0,392,156.644154328476,130.556755224312,0.824219048843217,1.93003941962915
19364,194,19347,a,a,a,b,50,-40,10,-1050,-6,3,27.0,0.55952380952381,0,1.25460791516681,0.226823105577237,,,66400.0,392,156.644154328476,130.556755224312,0.824219048843217,1.93003941962915
19365,194,19326,b,c,b,b,10,-50,-40,-200,10,2,27.0,0.55952380952381,0,1.25460791516681,0.226823105577237,,,66400.0,392,156.644154328476,130.556755224312,0.824219048843217,1.93003941962915
19366,194,19300,b,c,b,a,80,-20,60,-200,19,1,27.0,0.55952380952381,0,1.25460791516681,0.226823105577237,,,66400.0,392,156.644154328476,130.556755224312,0.824219048843217,1.93003941962915
19367,194,19330,b,a,a,a,70,-10,60,-1050,8,2,27.0,0.55952380952381,0,1.25460791516681,0.226823105577237,,,66400.0,392,156.644154328476,130.556755224312,0.824219048843217,1.93003941962915
19368,194,19345,a,d,b,b,20,-20,0,-100,20,3,27.0,0.55952380952381,0,1.25460791516681,0.226823105577237,,,66400.0,392,156.644154328476,130.556755224312,0.824219048843217,1.93003941962915
19369,194,19346,a,b,a,a,90,-10,80,100,47,3,27.0,0.55952380952381,0,1.25460791516681,0.226823105577237,,,66400.0,392,156.644154328476,130.556755224312,0.824219048843217,1.93003941962915
