"Participant","AIC","BIC"
1,131.62657069432,141.349837889693
2,120.32147690234,130.044744097713
3,8.09896494251613,17.8222321378894
4,8.09751624667588,17.8207834420491
5,160.367777206623,170.091044401996
6,89.6944012904877,99.417668485861
7,14.6094066454465,24.3326738408197
8,76.5070353566772,86.2303025520505
9,8.09956466065877,17.822831856032
10,8.09455904938673,17.81782624476
11,69.2115109110966,78.9347781064699
12,23.2894044325549,33.0126716279282
13,8.10110397182049,17.8243711671937
14,8.10008516730496,17.8233523626782
15,120.990965494657,130.71423269003
16,138.741479950768,148.464747146142
17,116.507866232191,126.231133427564
18,131.995720225309,141.718987420683
19,71.0184381103146,80.7417053056878
20,86.9386169183798,96.6618841137531
21,81.3269530499953,91.0502202453685
22,135.768830602413,145.492097797786
23,134.373434896974,144.096702092347
24,135.914917243834,145.638184439207
25,166.721129846629,176.444397042003
26,36.7809470443119,46.5042142396852
27,61.5443816385879,71.2676488339611
28,137.455725370382,147.178992565755
29,127.0885723608,136.811839556174
30,14.6640449065168,24.38731210189
31,165.500818080123,175.224085275497
32,82.7220158642887,92.445283059662
33,86.7591072043898,96.482374399763
34,70.5187694169683,80.2420366123415
35,109.213663594671,118.936930790044
36,116.135593425602,125.858860620975
37,107.767731656467,117.49099885184
38,53.4613531051783,63.1846203005516
39,8.09609210250218,17.8193592978754
40,165.777558074599,175.500825269973
41,81.8791539798906,91.6024211752638
42,116.439823476997,126.163090672371
43,133.756867455729,143.480134651102
44,8.09966182594146,17.8229290213147
45,93.9446553424311,103.667922537804
46,74.821597935063,84.5448651304362
47,139.295762560491,149.019029755864
48,8.10226159314173,17.825528788515
49,75.2966413815143,85.0199085768876
50,48.2010330948671,57.9243002902404
51,39.3557517869718,49.079018982345
52,77.2025445177361,86.9258117131094
53,141.040942674133,150.764209869506
54,142.102641971495,151.825909166868
55,132.072564275961,141.795831471334
56,123.677196347777,133.400463543151
57,112.393846066936,122.117113262309
58,113.296519472278,123.019786667651
59,92.9282290121548,102.651496207528
60,83.5809434888561,93.3042106842294
61,33.10404843437,42.8273156297433
62,8.09401236909041,17.8172795644637
63,141.043514637962,150.766781833335
64,121.548582640536,131.271849835909
65,115.60387434112,125.327141536493
66,57.9774577025242,67.7007248978975
67,8.09436624936069,17.8176334447339
68,8.09452691561941,17.8177941109927
69,8.0969204346663,17.8201876300396
70,91.6305668452337,101.353834040607
71,39.8384850520823,49.5617522474555
72,15.3249687740504,25.0482359694236
73,73.4814670932256,83.2047342885988
74,62.1618219692183,71.8850891645916
75,114.024697924883,123.747965120256
76,34.8950884996936,44.6183556950669
77,92.6481216746296,102.371388870003
78,8.09784303608514,17.8211102314584
79,14.6294272005481,24.3526943959213
80,69.2190425510898,78.9423097464631
81,69.2029162235834,78.9261834189567
82,8.1001919361963,17.8234591315696
83,8.09636991195906,17.8196371073323
84,14.6313934157174,24.3546606110906
85,8.09934587502724,17.8226130704005
86,23.3000031122433,33.0232703076166
87,52.7274645406771,62.4507317360503
88,8.10282547608801,17.8260926714613
89,77.037459428434,86.7607266238073
90,84.8946689267304,94.6179361221036
91,69.2021047328576,78.9253719282309
92,148.251767422722,157.975034618095
93,69.2143650959505,78.9376322913237
94,134.383668433741,144.106935629114
95,51.1295160083084,60.8527832036816
96,8.09329238099779,17.816559576371
97,40.1617469254215,49.8850141207947
98,77.1068961879069,86.8301633832801
99,90.2086312986848,99.9318984940581
100,8.0985060005692,17.8217731959425
101,8.09583937804372,17.819106573417
102,8.09951092002443,17.8227781153977
103,129.549991995523,139.273259190896
104,16.7481979281668,26.4714651235401
105,20.9374797221984,30.6607469175717
106,69.2118608880052,78.9351280833785
107,53.1510200543062,62.8742872496795
108,8.09733817238477,17.820605367758
109,123.82505763981,133.548324835183
110,58.3882201230975,68.1114873184708
111,69.2151723560159,78.9384395513892
112,69.2242777675895,78.9475449629627
113,36.2852558123595,46.0085230077327
114,107.131792269447,116.85505946482
115,56.6216571687799,66.3449243641531
