"Participant","AIC","BIC"
1,139.820061095403,151.97414508962
2,124.665173958497,136.819257952713
3,10.4171073850673,22.5711913792838
4,10.4065895587261,22.5606735529427
5,131.564712432178,143.718796426395
6,100.403884219453,112.55796821367
7,17.0078545868683,29.1619385810848
8,96.2086744540871,108.362758448304
9,10.4175574987607,22.5716414929773
10,10.4120715613833,22.5661555555999
11,42.0173731428629,54.1714571370794
12,23.7302195936534,35.8843035878699
13,10.4273326743325,22.5814166685491
14,10.4181586362348,22.5722426304513
15,118.077150016156,130.231234010372
16,136.695217054829,148.849301049046
17,101.906124152262,114.060208146478
18,122.94491605612,135.099000050336
19,53.0492174832151,65.2033014774316
20,59.4533371677334,71.60742116195
21,115.224134973824,127.37821896804
22,131.526567555514,143.680651549731
23,137.871671281989,150.025755276206
24,134.210281743674,146.364365737891
25,127.278890551222,139.432974545439
26,47.6176248250329,59.7717088192495
27,70.5453231877144,82.699407181931
28,134.537262531366,146.691346525583
29,127.389921223662,139.544005217879
30,16.9683160067661,29.1224000009827
31,125.810731922086,137.964815916302
32,101.615353143833,113.76943713805
33,56.9240101435416,69.0780941377582
34,68.8678145218405,81.021898516057
35,123.546899603365,135.700983597582
36,97.4607546426434,109.61483863686
37,126.323520917948,138.477604912165
38,93.4478266640328,105.601910658249
39,10.4156618837116,22.5697458779282
40,131.481347590203,143.63543158442
41,76.9937243727188,89.1478083669354
42,123.896853940807,136.050937935024
43,121.63120376836,133.785287762576
44,10.4204611395297,22.5745451337462
45,86.7492231224159,98.9033071166325
46,58.7090224033535,70.8631063975701
47,117.821211018929,129.975295013146
48,10.424307212559,22.5783912067755
49,59.4912511835881,71.6453351778046
50,40.7734037089823,52.9274877031989
51,34.953942580536,47.1080265747525
52,53.1427729126892,65.2968569069057
53,141.329790347293,153.483874341509
54,131.128248091971,143.282332086188
55,133.90194264029,146.056026634506
56,146.575136656568,158.729220650785
57,110.573923339847,122.728007334064
58,118.125542232845,130.279626227061
59,64.4373784421402,76.5914624363568
60,95.6844527649144,107.838536759131
61,30.4363134100527,42.5903974042693
62,10.4122049265637,22.5662889207803
63,143.774402354067,155.928486348284
64,92.3934249670669,104.547508961283
65,116.606678350588,128.760762344804
66,50.3682617226867,62.5223457169033
67,10.4177693169523,22.5718533111689
68,10.4249041071485,22.578988101365
69,10.4059908294558,22.5600748236723
70,82.2553255249554,94.409409519172
71,51.7713328351784,63.925416829395
72,17.8604529666878,30.0145369609044
73,70.7475694174201,82.9016534116366
74,70.6696749319792,82.8237589261958
75,110.280759520023,122.43484351424
76,44.1114845314894,56.265568525706
77,71.4961198112487,83.6502038054653
78,10.4171886912744,22.5712726854909
79,16.9746672032636,29.1287511974802
80,42.0464394843483,54.2005234785648
81,42.0260471852798,54.1801311794964
82,10.4214999739026,22.5755839681192
83,10.4153981848216,22.5694821790382
84,16.9507760605494,29.1048600547659
85,10.4116986095123,22.5657826037288
86,23.7223009746973,35.8763849689139
87,45.3063711597779,57.4604551539945
88,10.4241153462342,22.5781993404508
89,64.7373164245461,76.8914004187627
90,56.0120940813005,68.1661780755171
91,42.033096466312,54.1871804605286
92,140.806721320876,152.960805315093
93,42.0042186776624,54.158302671879
94,134.560765691914,146.71484968613
95,99.6978106429644,111.851894637181
96,10.4260802011407,22.5801641953573
97,31.2114517512976,43.3655357455142
98,85.525876211449,97.6799602056656
99,94.604049549183,106.7581335434
100,10.412151464768,22.5662354589846
101,10.4211106816132,22.5751946758298
102,10.415602276836,22.5696862710526
103,150.250510007061,162.404594001277
104,19.9843694556373,32.1384534498538
105,21.819171922156,33.9732559163726
106,42.0407080483648,54.1947920425814
107,58.0982567813853,70.2523407756019
108,10.4211222393271,22.5752062335437
109,126.824413613401,138.978497607618
110,68.066622253475,80.2207062476916
111,42.0139594530597,54.1680434472762
112,42.0156138490211,54.1696978432377
113,36.4948207043058,48.6489046985224
114,139.479039877033,151.63312387125
115,79.1754882306627,91.3295722248793
116,10.4099499451224,22.564033939339
117,121.390720715542,133.544804709759
118,31.8545728386736,44.0086568328902
119,116.085497986687,128.239581980904
120,64.5906512303215,76.7447352245381
121,74.7694892604133,86.9235732546298
122,10.4123540687954,22.566438063012
123,62.3539425567778,74.5080265509943
124,137.652447527727,149.806531521943
125,140.64800920483,152.802093199047
126,26.0216447930827,38.1757287872992
127,55.1794671007542,67.3335510949707
128,54.5650141502035,66.7190981444201
129,37.2721489680284,49.4262329622449
130,46.2733084617693,58.4273924559859
131,63.1214906547187,75.2755746489353
132,26.9451813681667,39.0992653623832
133,111.980137605135,124.134221599352
134,127.762637011034,139.91672100525
135,110.362575842486,122.516659836702
136,93.4694764874228,105.623560481639
137,105.227703168324,117.381787162541
138,132.358416154982,144.512500149198
139,85.6657183780629,97.8198023722794
140,59.3630989424398,71.5171829366564
141,133.36156372009,145.515647714307
142,59.3731735703286,71.5272575645452
143,10.4127212136928,22.5668052079093
144,121.081763694017,133.235847688234
145,94.3690666408245,106.523150635041
146,131.810459411922,143.964543406138
147,75.9852516270036,88.1393356212202
148,136.862413438841,149.016497433058
149,46.7660906331546,58.9201746273711
150,112.971315738432,125.125399732649
151,126.089116351216,138.243200345432
152,44.6700273139268,56.8241113081433
153,134.170168327094,146.324252321311
154,10.4082420430096,22.5623260372262
155,42.003121318175,54.1572053123916
156,102.823754613882,114.977838608099
157,58.7200495497218,70.8741335439384
158,107.456079288667,119.610163282884
159,131.540449395047,143.694533389263
160,10.4210714656747,22.5751554598912
161,104.255086515158,116.409170509375
162,10.4066161795158,22.5607001737323
163,76.484740990553,88.6388249847695
164,111.768003575005,123.922087569222
165,102.103831649684,114.2579156439
166,72.6401578700414,84.7942418642579
167,35.622577555517,47.7766615497335
168,16.9590162554702,29.1131002496868
169,119.218773854128,131.372857848344
170,72.0822692458041,84.2363532400207
171,28.7119909998847,40.8660749941013
172,10.4203194237879,22.5744034180045
173,56.7165101858855,68.8705941801021
174,69.7360569520065,81.890140946223
175,82.2692005219595,94.4232845161761
176,98.1384868339768,110.292570828193
177,64.9374902751841,77.0915742694007
178,56.7272676908111,68.8813516850277
179,42.575054362767,54.7291383569836
180,84.5367841656465,96.6908681598631
181,54.5724665041783,66.7265504983949
182,73.6466052579375,85.8006892521541
183,120.463126305856,132.617210300073
184,41.9989576845439,54.1530416787604
185,62.1656399590712,74.3197239532877
186,108.486073430486,120.640157424703
187,76.6109208027325,88.765004796949
188,10.4172525242232,22.5713365184397
189,101.158125605151,113.312209599367
190,10.418747802058,22.5728317962745
191,122.649076081849,134.803160076066
192,130.162466286812,142.316550281029
193,139.410560246411,151.564644240628
194,97.3960018416168,109.550085835833
195,10.4268803684847,22.5809643627013
196,104.804819558803,116.958903553019
197,44.8962520942944,57.050336088511
198,124.255718639249,136.409802633465
199,77.0068259754616,89.1609099696782
200,36.6252569407871,48.7793409350037
201,42.012033680273,54.1661176744896
202,33.233210908624,45.3872949028405
203,58.1874496939008,70.3415336881174
204,10.4114132904458,22.5654972846624
205,10.4166283738815,22.5707123680981
206,79.3135793152548,91.4676633094714
207,111.640151077577,123.794235071793
208,126.854238016321,139.008322010537
209,51.7351651047344,63.889249098951
210,73.1226867701241,85.2767707643407
211,127.804428640586,139.958512634803
212,59.8996825755321,72.0537665697486
213,44.9157315307604,57.0698155249769
214,92.099294629886,104.253378624103
215,16.9651821411513,29.1192661353679
216,85.1277584206689,97.2818424148854
217,130.323155461215,142.477239455431
218,74.218018775073,86.3721027692895
219,23.7276695168879,35.8817535111044
220,90.220839989817,102.374923984034
221,42.9589879967121,55.1130719909286
222,124.161934946176,136.316018940392
223,50.8474028876142,63.0014868818308
224,10.4098325046182,22.5639164988348
225,93.5180585371904,105.672142531407
226,62.6539212651409,74.8080052593575
227,10.4162497954869,22.5703337897035
228,50.6958259313803,62.8499099255969
229,29.1678934127254,41.321977406942
230,55.1256292580367,67.2797132522533
231,10.4183621363355,22.5724461305521
232,10.4206055129469,22.5746895071635
233,10.4181851545653,22.5722691487819
234,10.4264134594737,22.5804974536903
235,106.691418221496,118.845502215712
236,75.7501250795433,87.9042090737598
237,70.4313962975979,82.5854802918145
238,21.3868664440117,33.5409504382283
239,75.0214475186452,87.1755315128617
240,10.4218854762479,22.5759694704645
241,10.4106165385501,22.5647005327667
242,34.9990064254846,47.1530904197012
243,19.2237050054838,31.3777889997004
