"Participant","AIC","BIC"
1,151.239531090157,156.101164687843
2,129.373695199944,134.235328797631
3,4.46258800632964,9.32422160401627
4,4.47966343015648,9.34129702784311
5,199.538277646406,204.399911244092
6,92.2753458224736,97.1369794201602
7,10.3374681283205,15.1991017260071
8,89.8912887213344,94.752922319021
9,4.46693037176012,9.32856396944675
10,4.47421444561178,9.3358480432984
11,55.4646649166733,60.3262985143599
12,16.94445671117,21.8060903088566
13,4.47996958457585,9.34160318226248
14,4.47674417715917,9.3383777748458
15,128.646276776465,133.507910374152
16,158.45345244,163.315086037687
17,109.666054832775,114.527688430461
18,165.163683600533,170.02531719822
19,59.2956709172519,64.1573045149385
20,72.6689559579983,77.5305895556849
21,112.61685324976,117.478486847446
22,155.349737675026,160.211371272712
23,149.964657376174,154.826290973861
24,153.554866104899,158.416499702586
25,210.634181207724,215.495814805411
26,40.8982090801552,45.7598426778418
27,63.8678074436655,68.7294410413521
28,160.289752549415,165.151386147102
29,135.398191840942,140.259825438628
30,10.3360573055272,15.1976909032138
31,209.261319509918,214.122953107605
32,95.8301256034469,100.691759201133
33,71.2347932508133,76.0964268484999
34,83.1920310365545,88.0536646342411
35,117.661088595784,122.522722193471
36,111.39782752984,116.259461127527
37,118.20802456275,123.069658160436
38,86.5759121559744,91.437545753661
39,4.47161330490997,9.3332469025966
40,207.691762109295,212.553395706982
41,76.115882749496,80.9775163471826
42,144.951220797582,149.812854395269
43,156.464431239313,161.326064837
44,4.4748710820182,9.33650467970482
45,82.4748359462261,87.3364695439127
46,67.3080440292903,72.1696776269769
47,166.777523381023,171.63915697871
48,4.46281393938199,9.32444753706862
49,59.7352946836606,64.5969282813472
50,79.2532122042555,84.1148458019421
51,29.721451346817,34.5830849445036
52,59.1047833924076,63.9664169900942
53,175.867879088856,180.729512686543
54,166.046671771299,170.908305368986
55,155.288883745063,160.150517342749
56,139.515385957265,144.377019554952
57,124.874854079363,129.73648767705
58,122.058669491784,126.92030308947
59,127.187076332089,132.048709929775
60,88.2437550526197,93.1053886503063
61,24.422664166958,29.2842977646446
62,4.48112572903866,9.34275932672529
63,176.062740285695,180.924373883382
64,154.503122950007,159.364756547694
65,111.534906271319,116.396539869006
66,99.9452188269931,104.80685242468
67,4.48215081696064,9.34378441464726
68,4.47332070940951,9.33495430709614
69,4.46520512231056,9.32683871999718
70,77.9022745663509,82.7639081640375
71,52.6235248295173,57.4851584272039
72,11.7252705207803,16.5869041184669
73,75.1282959015949,79.9899294992815
