retained_n_factors,n_obs,n_items,pa_last_retained_observed,pa_last_retained_simulated,pa_next_observed,pa_next_simulated,cumulative_var,cumulative_common_var,RMSEA,RMSEA_low90,RMSEA_high90,TLI,RMSR
7.0,124,90,1.7214116840263207,1.5526418169460645,1.4051650885382556,1.4813983024521789,0.47486198099698795,1.0,0.06709960777303797,0.0644322602737032,0.07125110922492002,0.6247875077392935,0.04424698498103173
