,count,mean,std,min,25%,50%,75%,max,median,q1,q3,proportion_below_1
k_social,243.0,207.39938311741258,179.8891292280457,4.27122795569435,63.84490436236165,99.2733739104631,385.8718975063805,559.207736340616,99.2733739104631,63.84490436236165,385.8718975063805,
k_no_social,243.0,234.73679343609848,178.315518006803,16.6862029224587,64.3833765584651,166.523850463865,422.1377821827375,562.555067373101,166.523850463865,64.3833765584651,422.1377821827375,
s,243.0,0.6244229213825698,0.5964906368230692,0.029182848722543,0.19510509236252999,0.279959286177018,1.05817218728928,1.8148672590502,0.279959286177018,0.19510509236252999,1.05817218728928,0.7407407407407407
