Source,SS,DF1,DF2,MS,F,p_unc,np2,eps
Between,12849.984896305843,1,241,12849.984896305843,0.21508984409238188,0.6432255577946461,0.0008916931533238805,
Social,90801.0813562616,1,241,90801.0813562616,19.627875623183463,1.4285291419829047e-05,0.07530996282055992,1.0
Interaction,211.51559093222022,1,241,211.51559093222022,0.045721941293769386,0.8308628422829161,0.00018968161278923207,
