n,mean_acceptance,sd_acceptance,t,df,p,ci_low,ci_high,cohens_d
243,0.716294336664707,0.2824759107750984,11.936221446927549,242,3.935652576585442e-26,0.6805996354827349,0.751989037846679,0.7657089628322896
